name,city,price,model,kilometer,fuel_type,engine,transmission,brand
Toyota Prius S 1.8,peshawar,4350000.0,2012,165000,hybrid,1800,automatic,toyota
Honda Civic,abbottabad,940000.0,1997,185600,cng,1300,manual,honda
Suzuki Swift DLX 1.3,abbottabad,2050000.0,2011,230000,petrol,1300,manual,suzuki
Toyota Corolla Axio X 1.5,peshawar,3200000.0,2013,130100,petrol,1500,automatic,toyota
Toyota Vitz,swabi,2450000.0,2009,103000,petrol,1000,automatic,toyota
Toyota Raize G,peshawar,5650000.0,2020,31000,petrol,1000,automatic,toyota
Daihatsu Boon Cilq,abbottabad,3650000.0,2018,86000,petrol,1000,automatic,daihatsu
Mitsubishi Pajero Exceed 2.8D,dera ismail khan,2150000.0,1993,200000,diesel,2800,manual,mitsubishi
Toyota Corolla Altis Automatic 1.6,mingora,4800000.0,2015,53000,petrol,1600,automatic,toyota
Toyota Vitz B Intelligent Package 1.0,nowshera,2395000.0,2006,227000,petrol,1000,automatic,toyota
Suzuki Mehran VX (CNG),swabi,850000.0,2008,602027,petrol,800,manual,suzuki
Honda Civic VTi Oriel 1.6,haripur,1380000.0,1999,200000,petrol,1600,manual,honda
Suzuki Alto L,haripur,3050000.0,2017,36000,petrol,660,automatic,suzuki
Toyota Land Cruiser,kohat,5500000.0,1996,330000,diesel,3000,automatic,toyota
Suzuki Bolan VX Euro II,mansehra,1200000.0,2014,55000,petrol,800,manual,suzuki
Suzuki Wagon R VXL,peshawar,2800000.0,2019,63590,petrol,1000,manual,suzuki
Suzuki Jimny,mansehra,1500000.0,1984,250000,petrol,1000,manual,suzuki
Suzuki Mehran VXR (CNG),balakot,680000.0,2006,804825,cng,800,manual,suzuki
Suzuki Cultus,peshawar,1200000.0,2008,96000,petrol,1000,manual,suzuki
Suzuki Mehran VX Euro II,buner,1240000.0,2014,12000,petrol,796,manual,suzuki
Suzuki Mehran VXR,peshawar,900000.0,2009,143980,petrol,800,manual,suzuki
Toyota Corolla GLi Automatic 1.3 VVTi,malakand agency,5200000.0,2019,56000,petrol,1300,automatic,toyota
Honda Civic VTi Oriel 1.6,takhtbai,1550000.0,2002,247000,petrol,1600,manual,honda
Suzuki Cultus EURO II,abbottabad,1650000.0,2014,150000,petrol,1000,manual,suzuki
Nissan AD Van 1.3 DX,peshawar,1550000.0,2007,64000,petrol,1300,automatic,nissan
Suzuki Mehran VXR Euro II,peshawar,1150000.0,2014,63000,petrol,796,manual,suzuki
Suzuki Cultus EURO II,peshawar,1650000.0,2016,25039,petrol,1000,manual,suzuki
Suzuki Bolan VX Euro II,abbottabad,2290000.0,2024,29000,petrol,800,manual,suzuki
Suzuki Bolan,mardan,1200000.0,2011,53532,cng,800,manual,suzuki
Suzuki Bolan VX Euro II,mansehra,1050000.0,2016,930000,petrol,800,manual,suzuki
Suzuki Khyber GA,peshawar,650000.0,1998,100000,petrol,1000,manual,suzuki
Suzuki Cultus,abbottabad,1180000.0,2009,88000,petrol,1000,manual,suzuki
Honda Civic 7th Generation (Facelift) VTi Oriel Prosmatec 1.6,swatmingora,2450000.0,2005,170000,petrol,1600,automatic,honda
Toyota Belta X 1.0,peshawar,2250000.0,2006,180000,petrol,1000,automatic,toyota
Mazda Flair Crossover,peshawar,3750000.0,2023,15000,petrol,660,automatic,mazda
Suzuki Khyber GA,peshawar,320000.0,1990,150000,petrol,1000,manual,suzuki
Toyota Corolla XLi VVTi,malakand agency,2250000.0,2009,100000,petrol,1300,manual,toyota
Toyota Corolla GLi Automatic 1.3 VVTi,mardan,4900000.0,2018,66000,petrol,1300,automatic,toyota
Toyota Corolla 9th (E120) Generation XLi,peshawar,1750000.0,2006,253466,petrol,1300,manual,toyota
Toyota Corolla Altis SR Cruisetronic 1.6,peshawar,3490000.0,2012,240000,petrol,1600,automatic,toyota
Toyota Corolla XLi VVTi,peshawar,3100000.0,2015,300,petrol,1300,manual,toyota
Toyota Corolla GL Saloon,peshawar,900000.0,1980,2,petrol,2000,manual,toyota
Honda Civic VTi 1.6,qalandarabad,1570000.0,2001,150000,petrol,1600,manual,honda
Toyota Corolla 9th (E120) Generation GLi 1.3,mansehra,2500000.0,2007,112000,petrol,1300,manual,toyota
Toyota Vitz F 1.0,swabi,1820000.0,2002,180000,petrol,1000,automatic,toyota
Toyota Corolla,peshawar,3700000.0,2014,180000,petrol,1600,automatic,toyota
Toyota Corolla X 1.5,charsadda,3000000.0,2003,200000,petrol,1500,automatic,toyota
Suzuki Mehran VX,haripur,650000.0,2005,222256,petrol,800,manual,suzuki
Suzuki Alto VXL AGS,peshawar,3365000.0,2019,49162,petrol,660,automatic,suzuki
Honda Civic Oriel 1.8 i-VTEC CVT,karak,6750000.0,2021,51000,petrol,1800,automatic,honda
Suzuki Alto VXR,mardan,1400000.0,2012,5000,petrol,1000,manual,suzuki
Honda City 5th (GM2) Generation 1.3 i-VTEC,peshawar,2720000.0,2010,191000,petrol,1300,manual,honda
Suzuki Wagon R VXL,dera ismail khan,2650000.0,2018,51000,petrol,1000,manual,suzuki
Toyota Land Cruiser,abbottabad,6300000.0,2005,78000,diesel,4200,manual,toyota
Suzuki Vitara GLX 1.6,peshawar,4650000.0,2017,157000,petrol,1600,automatic,suzuki
Toyota Corolla XLi VVTi,peshawar,2950000.0,2014,186000,petrol,1300,manual,toyota
Toyota Corolla 9th (E120) Generation 2.0D Saloon,darya khan,2450000.0,2006,248000,diesel,2000,manual,toyota
Toyota Corolla XLi VVTi,peshawar,2440000.0,2009,155000,petrol,1300,manual,toyota
Suzuki Alto L,peshawar,3560000.0,2021,28000,petrol,660,automatic,suzuki
Toyota Corolla Altis 1.6,peshawar,3800000.0,2013,152000,petrol,1600,manual,toyota
Suzuki Khyber GA,abbottabad,825000.0,2000,110000,petrol,1000,manual,suzuki
Toyota Passo G 1.0,charsadda,2320000.0,2007,150000,petrol,1000,automatic,toyota
Honda Civic VTi Oriel Prosmatec 1.6,peshawar,1850000.0,2004,160000,petrol,1600,automatic,honda
Suzuki Mehran VXR Euro II,peshawar,1700000.0,2017,51000,petrol,796,manual,suzuki
Toyota Probox GL,peshawar,2700000.0,2007,195000,petrol,1500,automatic,toyota
Mitsubishi Pajero Exceed 2.4,mardan,3100000.0,1993,100000,petrol,2400,automatic,mitsubishi
Honda HR-V VTi-S,mardan,7050000.0,2023,2061,petrol,1500,automatic,honda
Toyota Corolla Altis Grande CVT-i 1.8,peshawar,5500000.0,2017,75000,petrol,1800,automatic,toyota
Honda City 5th (GM2) Generation 1.3 i-VTEC,nowshera,2700000.0,2009,125437,petrol,1300,manual,honda
Toyota Corolla GL,peshawar,1500000.0,1997,154000,petrol,1300,manual,toyota
Toyota 86,peshawar,635000.0,1986,300000,petrol,1500,manual,toyota
Daewoo Racer,kohat,425000.0,1993,435000,petrol,1500,manual,daewoo
Honda City 5th (GM2) Generation 1.3 i-VTEC,peshawar,3350000.0,2010,98500,petrol,1300,manual,honda
Toyota Corolla SE Limited,peshawar,1300000.0,1988,450000,petrol,1500,automatic,toyota
Hyundai Santro Plus,haripur,869999.9999999999,2002,150000,petrol,1000,manual,hyundai
Suzuki Alto VXR,abbottabad,2570000.0,2022,44000,petrol,660,manual,suzuki
Suzuki Cultus Limited Edition,peshawar,1850000.0,2017,89000,petrol,1000,manual,suzuki
Suzuki Swift DLX 1.3,peshawar,2150000.0,2011,199999,petrol,1300,manual,suzuki
Toyota Corolla Altis Automatic 1.6,peshawar,4300000.0,2011,100000,petrol,1600,automatic,toyota
Toyota Aqua S,peshawar,3390000.0,2012,200000,hybrid,1500,automatic,toyota
Toyota Vitz F 1.0,bannu,2950000.0,2012,184000,petrol,1000,automatic,toyota
Suzuki Mehran VXR Euro II,mansehra,1450000.0,2016,90000,petrol,800,manual,suzuki
Suzuki Swift GLX CVT,abbottabad,4900000.0,2024,28000,petrol,1200,automatic,suzuki
Honda Civic Oriel 1.8 i-VTEC CVT,peshawar,5930000.0,2019,71000,petrol,1800,automatic,honda
Toyota Raize G,swabi,5800000.0,2021,26000,petrol,1000,automatic,toyota
Suzuki Mehran VXR Euro II,swabi,1050000.0,2014,12345,petrol,796,manual,suzuki
Suzuki Bolan VX (CNG),abbottabad,500000.0,1995,105869,cng,800,manual,suzuki
Suzuki Mehran VXR,abbottabad,550000.0,1998,560000,petrol,800,manual,suzuki
Toyota Corolla GLi 1.3 VVTi,nowshera,2800000.0,2011,100000,petrol,1300,manual,toyota
Suzuki Bolan Cargo Van Euro ll,abbottabad,1750000.0,2019,89000,petrol,800,manual,suzuki
Toyota Vitz F 1.0,peshawar,2400000.0,2012,100000,petrol,1000,automatic,toyota
Toyota Corolla,karak,1700000.0,1993,200000,petrol,1300,automatic,toyota
KIA Picanto 1.0 AT,peshawar,3000000.0,2020,62000,petrol,1000,automatic,kia
Toyota Corolla X HID Limited 1.5,bannu,4000000.0,2005,98000,petrol,1500,automatic,toyota
Suzuki Cultus VX (CNG),nowshera,780000.0,2005,100000,petrol,1000,manual,suzuki
Daihatsu Cuore CL,mardan,1150000.0,2005,21000,petrol,800,manual,daihatsu
Toyota Vitz B Intelligent Package 1.0,peshawar,2180000.0,2006,150000,petrol,1000,automatic,toyota
Toyota Corolla XE,swabi,1300000.0,1999,150,petrol,1300,automatic,toyota
Toyota C-HR G,nowshera,7400000.0,2017,100000,hybrid,1800,automatic,toyota
Suzuki Mehran VX (CNG),mansehra,1300000.0,2010,80000,petrol,800,manual,suzuki
Suzuki Alto L Upgrade,abbottabad,3679999.9999999995,2022,143,petrol,660,automatic,suzuki
Toyota Prado TX L Package 2.7,peshawar,300000.0,2020,29000,petrol,2700,automatic,toyota
Honda Civic 11th Generation RS,peshawar,105000.0,2025,5000,petrol,1500,automatic,honda
Suzuki Jimny,bat khela,3000000.0,2007,240000,petrol,1300,automatic,suzuki
Toyota Yaris Hatchback X,peshawar,4750000.0,2022,74500,petrol,1000,automatic,toyota
Suzuki Bolan VX,haripur,990000.0,2011,60000,cng,800,manual,suzuki
Suzuki Alto VXL AGS,peshawar,3800000.0,2024,5947,petrol,660,automatic,suzuki
Suzuki Alto E Manual,peshawar,1980000.0,2013,200000,petrol,660,manual,suzuki
KIA Sportage FWD,peshawar,6000000.0,2021,62000,petrol,2000,automatic,kia
Jeep M 151,mansehra,1300000.0,1949,26000,diesel,1600,manual,jeep
Toyota Corolla G,bannu,3500000.0,2002,400000,petrol,1500,automatic,toyota
Toyota Corolla Altis Grande CVT-i 1.8,dera ismail khan,3850000.0,2014,191500,petrol,1800,automatic,toyota
Suzuki Cultus VXR (CNG),mardan,1050000.0,2007,45000,petrol,1000,manual,suzuki
Toyota Corolla GLi Automatic 1.6 VVTi,charsadda,3650000.0,2012,67000,petrol,1600,automatic,toyota
Toyota Corolla GLi 1.3,abbottabad,1950000.0,2008,120000,petrol,1300,manual,toyota
Suzuki Cultus VXRi,abbottabad,1085000.0,2008,185000,petrol,1000,manual,suzuki
Suzuki Bolan VX Euro II,peshawar,2390000.0,2024,2200,petrol,800,manual,suzuki
Honda Civic VTi Oriel Prosmatec 1.6,mardan,1720000.0,2003,15000,petrol,1600,automatic,honda
Toyota Raize Z,peshawar,5800000.0,2020,55000,petrol,1000,automatic,toyota
Toyota Tank G Turbo,mardan,3350000.0,2018,48000,petrol,1000,automatic,toyota
Honda Civic 11th Generation RS,peshawar,102000.0,2025,4000,petrol,1500,automatic,honda
Honda Civic VTi 1.6,peshawar,1225000.0,2000,200000,petrol,1600,manual,honda
Suzuki Bolan Cargo Van Euro ll,haripur,1900000.0,2018,31000,petrol,800,manual,suzuki
KIA Picanto 1.0 AT,abbottabad,2900000.0,2020,113000,petrol,1000,automatic,kia
FAW V2 VCT-i,abbottabad,1980000.0,2017,42000,petrol,1300,manual,faw
Suzuki Khyber,haripur,550000.0,1990,11000,cng,1000,manual,suzuki
Daihatsu Mira L SA III,nowshera cantt,3800000.0,2022,35000,petrol,660,automatic,daihatsu
Suzuki Alto G,abbottabad,2200000.0,2009,174000,petrol,660,automatic,suzuki
Toyota Corolla XLi VVTi,mardan,2500000.0,2010,250000,petrol,1300,manual,toyota
Suzuki Cultus VXR (CNG),abbottabad,700000.0,2006,100000,petrol,1000,manual,suzuki
Honda Vezel Hybrid Z,haripur,4500000.0,2014,99876,hybrid,1500,automatic,honda
Honda Civic 11th Generation RS,peshawar,102000.0,2025,9000,petrol,1500,automatic,honda
Toyota Corolla,peshawar,1750000.0,1996,100000,petrol,1600,automatic,toyota
Toyota Rav4,abbottabad,2900000.0,2004,165000,petrol,2000,automatic,toyota
Suzuki Bolan VX (CNG),mansehra,1400000.0,2012,650000,petrol,800,manual,suzuki
Toyota Corolla Fielder Hybrid,peshawar,4600000.0,2013,107000,hybrid,1500,automatic,toyota
Toyota Corolla XLi VVTi,mardan,2600000.0,2010,100,cng,1300,manual,toyota
Honda Civic Oriel 1.8 i-VTEC CVT,peshawar,5900000.0,2020,71000,petrol,1800,automatic,honda
Suzuki Cultus VXR,peshawar,3300000.0,2022,100000,petrol,1000,manual,suzuki
Suzuki Swift DLX 1.3,peshawar,2230000.0,2012,180000,petrol,1300,manual,suzuki
Suzuki Bolan Cargo Van Euro ll,haripur,2350000.0,2024,7700,petrol,800,manual,suzuki
Honda Civic 1.5 RS Turbo,peshawar,6500000.0,2020,70000,petrol,1500,automatic,honda
Suzuki Alto VXR,abbottabad,3425000.0,2024,20000,petrol,660,manual,suzuki
Toyota Yaris Hatchback,peshawar,4380000.0,2022,93136,petrol,1000,automatic,toyota
Suzuki Ravi Euro II,peshawar,800000.0,2008,100000,petrol,800,manual,suzuki
Toyota Prado RZ 3.0D (3-Door),haripur,4450000.0,1996,124000,diesel,3000,automatic,toyota
Daihatsu Move,peshawar,3130000.0,2023,11500,petrol,660,automatic,daihatsu
Suzuki Bolan VX,kohat,850000.0,2011,62000,cng,800,manual,suzuki
Toyota Hilux Revo Rocco,peshawar,134000.0,2022,66500,diesel,2800,automatic,toyota
Suzuki Mehran VX Euro II,abbottabad,1025000.0,2014,51000,petrol,796,manual,suzuki
Honda Civic 1.8 i-VTEC CVT,swabi,4950000.0,2017,103000,petrol,1800,automatic,honda
Toyota Corolla Altis 1.8,haripur,3900000.0,2014,320000,petrol,1800,manual,toyota
Toyota Prado TX 2.7,peshawar,245000.00000000003,2020,53045,petrol,2700,automatic,toyota
Suzuki Wagon R VXL,abbottabad,2850000.0,2021,75000,petrol,1000,manual,suzuki
KIA Sportage AWD,peshawar,6400000.0,2021,113000,petrol,2000,automatic,kia
Suzuki Mehran VX,nowshera,750000.0,2007,70350,petrol,800,manual,suzuki
Suzuki Mehran VX (CNG),nowshera cantt,1150000.0,2010,32500,petrol,800,manual,suzuki
Suzuki Khyber GA,haripur,850000.0,1995,1,petrol,1000,manual,suzuki
Honda Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,mansehra,3000000.0,2008,161000,petrol,1800,automatic,honda
Toyota Vitz F 1.0,swabi,2450000.0,2010,171000,petrol,1000,automatic,toyota
Toyota Prius G Touring Selection 1.5,peshawar,3200000.0,2007,200000,hybrid,1500,automatic,toyota
Suzuki Mehran VXR,mardan,800000.0,2007,28000,petrol,800,manual,suzuki
Suzuki Wagon R FA,nowshera cantt,3750000.0,2023,37300,petrol,660,automatic,suzuki
Suzuki Alto G,dera ismail khan,2725000.0,2013,125000,petrol,660,automatic,suzuki
FAW Carrier,akora khattak,1250000.0,2020,150,petrol,1000,manual,faw
Suzuki Alto VXR (CNG),nowshera,1100000.0,2007,184000,cng,1000,manual,suzuki
Toyota Vitz F 1.0,peshawar,2235000.0,2007,123000,petrol,1000,automatic,toyota
Hyundai Tucson AWD A/T Ultimate,peshawar,7400000.0,2021,79000,petrol,2000,automatic,hyundai
Changan Karvaan Plus,nowshera cantt,2650000.0,2022,58000,petrol,1000,manual,changan
Suzuki Bolan Cargo Van Euro ll,nowshera cantt,1600000.0,2016,26515,petrol,800,manual,suzuki
Suzuki Mehran VX (CNG),peshawar,440000.00000000006,1996,17222,cng,800,manual,suzuki
Suzuki Bolan VX Euro II,abbottabad,1100000.0,2015,89322,petrol,800,manual,suzuki
Suzuki Alto VXL AGS,peshawar,3100000.0,2025,10000,petrol,660,automatic,suzuki
Suzuki Hustler,peshawar,2525000.0,2015,153000,hybrid,660,automatic,suzuki
Nissan Note 1.2E,mardan,3750000.0,2019,150000,hybrid,1200,automatic,nissan
Toyota C-HR S,peshawar,7700000.0,2023,10000,hybrid,1800,automatic,toyota
Honda Civic Turbo 1.5 VTEC CVT,peshawar,5000000.0,2017,93000,petrol,1500,automatic,honda
Suzuki Alto VXL AGS,peshawar,3350000.0,2024,10800,petrol,660,automatic,suzuki
Suzuki Mehran VX Euro II,swabi,1460000.0,2017,41477,petrol,796,manual,suzuki
Toyota Passo X S,peshawar,3840000.0,2020,62000,petrol,1000,automatic,toyota
Toyota Corolla,kohat,1470000.0,2000,20000,cng,1300,manual,toyota
Mitsubishi Lancer GLX 1.3,abbottabad,1800000.0,2005,155000,petrol,1300,manual,mitsubishi
Mitsubishi Pajero Junior 1.1,abbottabad,1050000.0,1996,200000,petrol,1100,automatic,mitsubishi
Honda City 5th (GM2) Generation Aspire 1.3 i-VTEC,peshawar,3100000.0,2016,10,petrol,1300,manual,honda
Honda Civic VTi Oriel 1.6,mardan,1590000.0,2003,100000,petrol,1600,manual,honda
Toyota Corolla G,peshawar,3800000.0,2005,320000,petrol,1500,automatic,toyota
Toyota Raize G,peshawar,5600000.0,2021,25000,petrol,1000,automatic,toyota
Toyota Corolla Altis Cruisetronic 1.6,risalpur,3800000.0,2013,195000,petrol,1600,automatic,toyota
Honda Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,kohat,2300000.0,2007,115000,petrol,1800,automatic,honda
Toyota Rush G Limited,abbottabad,4500000.0,2011,58000,petrol,1500,automatic,toyota
Toyota Corolla 9th (E120) Generation XLi,mansehra,2250000.0,2007,2000,petrol,1300,manual,toyota
Honda Civic 6th Generation EXi,peshawar,1070000.0,1996,362212,petrol,1500,manual,honda
Honda Civic Oriel 1.8 i-VTEC CVT,haripur,6400000.0,2021,74000,petrol,1800,automatic,honda
Honda Civic VTi Oriel Prosmatec 1.6,haripur,1850000.0,2004,264000,petrol,1600,automatic,honda
Toyota Vitz F 1.0,abbottabad,2130000.0,2005,140,petrol,1000,automatic,toyota
KIA Sportage,mansehra,1850000.0,2005,10000,diesel,2400,manual,kia
Suzuki Alto VXR,mansehra,2700000.0,2024,31000,petrol,660,manual,suzuki
Toyota Corolla LX Limited 1.5,lakki marwat,1650000.0,1994,150000,petrol,1500,automatic,toyota
Toyota Land Cruiser VX Limited 4.2D,abbottabad,6500000.0,1995,222000,diesel,4200,automatic,toyota
Daihatsu Cuore CX,peshawar,880000.0000000001,2007,100000,petrol,800,manual,daihatsu
Suzuki Wagon R Hybrid FX,abbottabad,3900000.0,2021,76626,hybrid,660,automatic,suzuki
Suzuki Cultus VXR,abbottabad,750000.0,2000,30000,petrol,1000,manual,suzuki
Suzuki Margalla GLX,mansehra,925000.0,1996,200000,petrol,1300,manual,suzuki
Toyota Corolla GLi 1.3,bat khela,3000000.0,2005,195000,petrol,1300,manual,toyota
Suzuki Mehran VXR (CNG),abbottabad,550000.0,1999,100000,cng,800,manual,suzuki
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,peshawar,7380000.0,2023,36700,petrol,1800,automatic,toyota
Suzuki Cultus VXL,jehangira,810000.0,2005,170000,petrol,1000,manual,suzuki
Suzuki Spacia,peshawar,3370000.0000000005,2022,28500,hybrid,660,automatic,suzuki
KIA Classic,dera ismail khan,706000.0,2003,200000,petrol,1300,manual,kia
Honda Civic Oriel 1.8 i-VTEC CVT,peshawar,5600000.0,2018,105000,petrol,1800,automatic,honda
Toyota Aqua,charsadda,3400000.0,2012,200000,hybrid,1500,automatic,toyota
Jeep CJ 5,peshawar,800000.0,1988,200000,cng,1000,manual,jeep
Honda City Aspire 1.5 i-VTEC,mansehra,3310000.0,2015,109000,petrol,1500,manual,honda
Honda Civic Reborn VTi Prosmatec 1.8 i-VTEC,peshawar,3400000.0,2006,130000,petrol,1800,automatic,honda
Toyota Corolla SE Saloon Automatic,abbottabad,1850000.0,2003,170000,petrol,1500,automatic,toyota
Toyota Corolla GLi 1.3 VVTi,peshawar,3400000.0,2016,115000,petrol,1300,manual,toyota
Toyota Hilux Revo G 2.8,mardan,118000.0,2020,89000,diesel,2800,automatic,toyota
Suzuki Khyber GA,abbottabad,530000.0,1995,16548,petrol,1000,manual,suzuki
Nissan Otti,peshawar,1889999.9999999998,2015,170000,petrol,660,automatic,nissan
Honda Civic 6th Generation EXi Automatic,peshawar,1250000.0,1996,160000,petrol,1500,automatic,honda
Toyota Corolla,charsadda,1150000.0,1999,200000,petrol,1300,manual,toyota
Toyota Corolla LX Limited 1.3,peshawar,1300000.0,1993,150000,petrol,1300,automatic,toyota
Toyota Prius Alpha G,peshawar,4800000.0,2014,175000,hybrid,1800,automatic,toyota
Suzuki Cultus VX,haripur,1000000.0,2005,34600,petrol,1000,manual,suzuki
Suzuki Cultus Limited Edition,abbottabad,2000000.0,2016,69000,petrol,1000,manual,suzuki
Suzuki Wagon R VXL,abbottabad,1789999.9999999998,2014,106200,petrol,1000,manual,suzuki
Toyota Vitz FL 1.0,peshawar,1950000.0,2000,232920,petrol,1000,automatic,toyota
Toyota Corolla GLi Automatic Limited Edition 1.6 VVTi,peshawar,4450000.0,2013,180000,petrol,1600,automatic,toyota
Suzuki Mehran VX Euro II Limited Edition,balakot,1630000.0,2019,77000,petrol,796,manual,suzuki
Toyota Corolla 8th (E110) Generation GLi 1.6,abbottabad,1460000.0,1999,400000,petrol,1600,manual,toyota
Toyota Corolla Altis Automatic 1.6,peshawar,4450000.0,2017,95000,petrol,1600,automatic,toyota
Toyota Corolla Axio X 1.5,peshawar,3600000.0,2007,165000,petrol,1500,automatic,toyota
Toyota Corolla Altis 1.8,peshawar,2900000.0,2007,97000,petrol,1800,manual,toyota
Suzuki Wagon R VXR,charsadda,2400000.0,2018,110000,petrol,1000,manual,suzuki
Toyota Corolla Axio Hybrid 1.5,mardan,5770000.0,2017,122000,hybrid,1500,automatic,toyota
Toyota Corolla Axio X 1.5,peshawar,3400000.0,2008,200000,petrol,1500,automatic,toyota
Toyota Corolla XLi VVTi,mardan,3150000.0,2010,92000,petrol,1300,manual,toyota
Toyota Raize Z,peshawar,6550000.0,2020,37000,petrol,1000,automatic,toyota
Toyota Land Cruiser,gari habibullah,2800000.0,1984,1200,diesel,2100,manual,toyota
Suzuki Mehran VXR Euro II,abbottabad,1480000.0,2018,70000,petrol,796,manual,suzuki
Honda BR-V i-VTEC S,peshawar,4500000.0,2018,95000,petrol,1500,automatic,honda
Toyota Vitz F 1.0,abbottabad,4000000.0,2018,105000,petrol,996,automatic,toyota
Toyota Corolla XE Limited,swat,2140000.0,1998,200000,petrol,1300,manual,toyota
Toyota Corolla Axio Hybrid 1.5,peshawar,6000000.0,2017,85000,hybrid,1500,automatic,toyota
Suzuki Cultus EURO II,dera ismail khan,1600000.0,2014,86000,petrol,1000,manual,suzuki
Honda Civic EXi,abbottabad,1250000.0,2000,123000,petrol,1500,manual,honda
Honda Vezel Hybrid Z Honda Sensing,haripur,6350000.0,2018,117000,hybrid,1500,automatic,honda
Suzuki Ravi Euro II,haripur,1864999.9999999998,2022,1,petrol,800,manual,suzuki
Toyota Vitz F 1.0,peshawar,3100000.0,2011,230000,petrol,1000,automatic,toyota
Suzuki FX GA,haripur,240000.0,1985,325000,petrol,800,manual,suzuki
Toyota Corolla 9th (E120) Generation XLi,swabi,2150000.0,2008,100000,petrol,1300,manual,toyota
Toyota Passo X,swabi,2500000.0,2013,200000,petrol,1000,automatic,toyota
Toyota Raize Z,mardan,6300000.0,2020,55000,petrol,1000,automatic,toyota
Suzuki Alto VXR,charsadda,2950000.0,2025,6500,petrol,660,manual,suzuki
Toyota Corolla Axio X 1.5,peshawar,3375000.0,2007,182000,petrol,1500,automatic,toyota
Suzuki Cultus VXR,swabi,850000.0,2006,45000,petrol,1000,manual,suzuki
Suzuki Alto G,abbottabad,2280000.0,2012,210350,petrol,660,automatic,suzuki
Toyota Vitz U 1.0,nowshera,2395000.0,2009,145000,petrol,1000,automatic,toyota
Toyota Corolla GLi 1.3 VVTi,mansehra,4700000.0,2019,114000,petrol,1300,manual,toyota
Honda Civic VTi Oriel 1.6,peshawar,1820000.0,2002,100000,petrol,1600,manual,honda
Suzuki Alto ECO-S,peshawar,2350000.0,2013,150000,petrol,660,automatic,suzuki
Honda Civic EX,swabi,780000.0,1995,12,petrol,1500,manual,honda
Toyota Hilux Revo Rocco,risalpur,142000.0,2022,40000,diesel,2800,automatic,toyota
Honda Civic Oriel 1.8 i-VTEC CVT,kohat,5900000.0,2020,49000,petrol,1800,automatic,honda
Toyota Vitz,abbottabad,2130000.0,2005,140000,petrol,1000,manual,toyota
Honda Civic EXi Prosmatec,dera ismail khan,1650000.0,2004,200000,petrol,1500,automatic,honda
Suzuki Alto VXR,nowshera,1019999.9999999999,2007,1,petrol,1000,manual,suzuki
Honda Civic VTi Oriel Prosmatec 1.6,peshawar,1750000.0,2002,100000,petrol,1600,automatic,honda
Toyota Corolla GLi 1.3 VVTi,dera ismail khan,2550000.0,2012,150000,petrol,1300,manual,toyota
Suzuki Bolan Cargo Van Euro ll,peshawar,1530000.0,2018,136988,petrol,800,manual,suzuki
Toyota Corolla GLi 1.3 VVTi,abbottabad,2850000.0,2012,179000,petrol,1300,manual,toyota
Toyota Vitz FL 1.0,mardan,1830000.0,1999,300000,petrol,1000,automatic,toyota
Suzuki Bolan Cargo Van Euro ll,peshawar,885000.0,2015,100000,petrol,800,manual,suzuki
Honda Civic Reborn VTi Prosmatec 1.8 i-VTEC,peshawar,2020000.0,2007,223000,petrol,1800,automatic,honda
Toyota Vitz,peshawar,2600000.0,2007,150000,petrol,1300,automatic,toyota
Suzuki Alto VXL AGS,abbottabad,2450000.0,2019,85000,petrol,660,automatic,suzuki
Suzuki Bolan VX Euro II,nowshera cantt,1150000.0,2013,80000,petrol,800,manual,suzuki
Honda Civic Turbo 1.5 VTEC CVT,peshawar,4600000.0,2016,115000,petrol,1500,automatic,honda
Toyota Prius,peshawar,2750000.0,2010,100000,hybrid,1500,automatic,toyota
Suzuki Mehran VX Euro II,peshawar,1600000.0,2016,150000,petrol,796,manual,suzuki
Honda City 1.3 i-VTEC,abbottabad,2850000.0,2012,178000,petrol,1300,manual,honda
KIA Sportage 2.0 LX 4x4,haripur,1350000.0,2003,101010,petrol,2000,manual,kia
Toyota Corolla 2.0D Saloon,dera ismail khan,2150000.0,2007,160000,diesel,2000,manual,toyota
Nissan Dayz X,peshawar,3650000.0,2022,55000,petrol,660,automatic,nissan
MG HS Trophy,peshawar,6395000.0,2021,49000,petrol,1500,automatic,mg
Toyota Corolla XLi VVTi,swabi,3100000.0,2012,300000,petrol,1300,manual,toyota
KIA Picanto 1.0 AT,peshawar,2750000.0,2021,66000,petrol,1000,automatic,kia
Toyota Corolla Axio X HID Limited 1.5,akora khattak,3030000.0,2007,215000,petrol,1500,automatic,toyota
Toyota Raize Z,peshawar,5950000.0,2020,98000,petrol,1000,automatic,toyota
Suzuki Alto VXR,kohat,2230000.0,2020,86000,petrol,660,manual,suzuki
Toyota Corolla Altis Automatic 1.6,mansehra,5750000.0,2021,68000,petrol,1600,automatic,toyota
Mitsubishi Pajero,mansehra,3000000.0,1992,180000,petrol,3400,automatic,mitsubishi
Toyota Corolla Fielder,peshawar,4400000.0,2014,180000,petrol,1500,automatic,toyota
Toyota Vitz FL 1.0,peshawar,1850000.0,2002,200000,petrol,1000,automatic,toyota
Toyota C-HR G,mardan,6550000.0,2018,95000,hybrid,1800,automatic,toyota
